,default_wgt_sum,default_count,current_count
ete$,0.0,2.0,129313.0
eteb,0.0,1.0,129314.0
etec,5.0,125.0,129190.0
eted,0.0,2.0,129313.0
eteg,0.0,1.0,129314.0
etem,0.0,1.0,129314.0
eten,3.5,98.0,129217.0
eteo,0.0,7.0,129308.0
eter,5.48,206.0,129109.0
etes,0.0,2.0,129313.0
etet,0.0,2.0,129313.0
etgi,0.0,1.0,129314.0
eth ,0.0,1.0,129314.0
ethe,0.0,1.0,129314.0
ethi,0.0,2.0,129313.0
ethn,0.0,1.0,129314.0
etho,0.0,8.0,129307.0
etia,0.0,3.0,129312.0
etic,3.75,110.0,129205.0
etif,0.0,1.0,129314.0
etin,29.700000000000003,850.0,128465.0
etio,0.0,7.0,129308.0
etir,0.75,31.0,129284.0
etis,0.0,29.0,129286.0
etit,0.75,29.0,129286.0
etiz,0.0,2.0,129313.0
etl ,0.0,9.0,129306.0
etli,0.0,1.0,129314.0
etma,0.0,8.0,129307.0
etme,1.0,15.0,129300.0
etna,1.0,1.0,129314.0
etne,0.0,1.0,129314.0
etng,0.0,1.0,129314.0
etol,0.0,9.0,129306.0
etor,0.0,22.0,129293.0
etou,0.23,5.0,129310.0
etox,0.0,1.0,129314.0
etpl,0.0,1.0,129314.0
etra,0.0,1.0,129314.0
etre,0.0,4.0,129311.0
etri,1.5,48.0,129267.0
etro,0.91,27.0,129288.0
etry,0.0,10.0,129305.0
ets ,0.0,16.0,129299.0
ets$,1.0,16.0,129299.0
etsj,0.0,1.0,129314.0
etsm,0.0,1.0,129314.0
etsu,0.0,1.0,129314.0
ett ,0.0,3.0,129312.0
ette,17.98,246.0,129069.0
etti,0.0,2.0,129313.0
ettl,1.75,13.0,129302.0
etts,0.0,1.0,129314.0
etty,2.0,40.0,129275.0
etuc,0.0,1.0,129314.0
etup,2.0,25.0,129290.0
etur,0.0,15.0,129300.0
etwa,0.0,1.0,129314.0
etwo,15.770000000000001,519.0,128796.0
ety ,7.99,285.0,129030.0
ety$,0.0,37.0,129278.0
etyl,0.0,1.0,129314.0
eu c,0.0,1.0,129314.0
eu g,0.0,1.0,129314.0
eu t,0.0,2.0,129313.0
euc$,0.0,1.0,129314.0
eucl,0.0,1.0,129314.0
euct,0.0,1.0,129314.0
eudl,0.0,1.0,129314.0
eudu,0.0,1.0,129314.0
euit,0.0,1.0,129314.0
eum ,0.91,16.0,129299.0
eund,0.0,1.0,129314.0
eup ,0.0,4.0,129311.0
eup$,0.0,1.0,129314.0
eups,0.0,1.0,129314.0
eur$,0.0,9.0,129306.0
eure,0.0,1.0,129314.0
euri,0.0,3.0,129312.0
euro,0.0,29.0,129286.0
eurs,0.75,2.0,129313.0
eust,0.0,1.0,129314.0
eut ,0.0,1.0,129314.0
euta,0.0,2.0,129313.0
eute,5.5,107.0,129208.0
euti,0.0,23.0,129292.0
eutn,0.0,1.0,129314.0
eutr,0.0,1.0,129314.0
ev  ,0.0,2.0,129313.0
ev a,1.0,2.0,129313.0
ev c,0.0,2.0,129313.0
ev e,1.0,1.0,129314.0
ev i,0.0,2.0,129313.0
ev l,0.0,2.0,129313.0
ev m,1.75,6.0,129309.0
ev o,0.0,1.0,129314.0
ev p,0.0,2.0,129313.0
ev s,0.0,8.0,129307.0
ev t,0.0,1.0,129314.0
eva ,0.0,1.0,129314.0
evab,0.0,2.0,129313.0
evac,1.0,1.0,129314.0
evad,0.0,1.0,129314.0
eval,1.23,25.0,129290.0
evan,0.98,5.0,129310.0
evap,0.0,2.0,129313.0
evat,0.0,29.0,129286.0
eve$,0.0,1.0,129314.0
evea,0.0,1.0,129314.0
evei,1.0,2.0,129313.0
evel,46.29999999999999,1341.0,127974.0
even,12.48,281.0,129034.0
evep,0.0,1.0,129314.0
ever,4.75,74.0,129241.0
evi ,0.0,1.0,129314.0
evic,0.0,15.0,129300.0
evid,0.0,7.0,129308.0
evie,3.33,56.0,129259.0
evin,1.75,21.0,129294.0
evio,0.0,1.0,129314.0
evir,0.0,1.0,129314.0
evis,0.0,16.0,129299.0
evle,0.0,1.0,129314.0
evol,0.0,1.0,129314.0
evoo,0.0,1.0,129314.0
evop,0.0,7.0,129308.0
evp ,0.58,12.0,129303.0
evp$,0.0,9.0,129306.0
evr ,0.0,1.0,129314.0
evro,0.0,1.0,129314.0
evs ,0.75,9.0,129306.0
evs$,0.0,1.0,129314.0
evsi,0.0,1.0,129314.0
evt ,0.0,1.0,129314.0
evvi,0.0,1.0,129314.0
evy ,0.0,1.0,129314.0
ew  ,0.0,1.0,129314.0
ew a,2.0,25.0,129290.0
ew b,2.0,15.0,129300.0
ew c,0.75,37.0,129278.0
ew d,0.0,3.0,129312.0
ew e,0.0,4.0,129311.0
ew f,0.0,4.0,129311.0
ew g,0.0,2.0,129313.0
ew h,0.0,4.0,129311.0
ew i,0.0,5.0,129310.0
ew l,2.75,29.0,129286.0
ew m,3.75,27.0,129288.0
ew n,0.0,4.0,129311.0
ew o,0.0,6.0,129309.0
ew p,0.0,7.0,129308.0
ew q,0.0,2.0,129313.0
ew r,1.0,2.0,129313.0
ew s,0.0,17.0,129298.0
ew t,0.0,4.0,129311.0
ew w,0.0,1.0,129314.0
ew y,0.0,4.0,129311.0
ewab,0.75,2.0,129313.0
ewac,0.0,1.0,129314.0
ewal,0.0,2.0,129313.0
ewar,0.75,21.0,129294.0
ewat,0.0,17.0,129298.0
eway,0.0,3.0,129312.0
ewbo,0.0,1.0,129314.0
ewde,0.0,1.0,129314.0
ewel,0.0,12.0,129303.0
ewer,0.75,37.0,129278.0
ewho,0.0,1.0,129314.0
ewic,0.0,1.0,129314.0
ewid,0.0,1.0,129314.0
ewin,0.0,12.0,129303.0
ewis,0.0,1.0,129314.0
ewle,0.0,4.0,129311.0
ewlr,0.0,1.0,129314.0
ewma,0.0,4.0,129311.0
ewme,0.0,1.0,129314.0
ewmo,0.0,1.0,129314.0
ewoo,0.0,2.0,129313.0
ewor,1.33,41.0,129274.0
ewpo,0.0,1.0,129314.0
ews ,0.0,19.0,129296.0
ewsc,0.0,2.0,129313.0
ewsl,0.0,1.0,129314.0
ewsp,0.0,1.0,129314.0
ewsr,0.0,2.0,129313.0
ewto,0.0,1.0,129314.0
eww$,0.0,1.0,129314.0
ewyo,0.0,1.0,129314.0
ex a,0.0,2.0,129313.0
ex c,0.75,6.0,129309.0
ex d,0.0,4.0,129311.0
ex i,0.0,1.0,129314.0
ex m,0.0,2.0,129313.0
ex p,0.0,2.0,129313.0
ex r,0.0,1.0,129314.0
ex s,0.0,1.0,129314.0
ex t,0.0,2.0,129313.0
ex u,0.0,1.0,129314.0
exac,0.0,1.0,129314.0
exai,0.0,1.0,129314.0
exam,12.790000000000001,204.0,129111.0
exan,0.0,1.0,129314.0
exas,0.91,13.0,129302.0
exca,0.0,4.0,129311.0
exce,0.0,11.0,129304.0
exch,0.0,4.0,129311.0
exci,0.0,2.0,129313.0
excu,0.0,7.0,129308.0
exe ,0.0,1.0,129314.0
exe$,0.0,1.0,129314.0
exec,55.96999999999997,1662.0,127653.0
exed,0.0,1.0,129314.0
exel,1.0,3.0,129312.0
exer,0.0,8.0,129307.0
exeu,0.0,1.0,129314.0
exex,0.0,1.0,129314.0
exh$,0.0,1.0,129314.0
exhi,0.0,5.0,129310.0
exia,1.0,1.0,129314.0
exic,1.0,1.0,129314.0
exis,0.0,1.0,129314.0
exit,0.0,1.0,129314.0
exma,0.0,1.0,129314.0
exne,0.0,1.0,129314.0
exo ,1.0,1.0,129314.0
exo$,0.0,1.0,129314.0
exol,0.0,1.0,129314.0
expa,0.0,1.0,129314.0
expe,3.98,110.0,129205.0
expi,0.0,2.0,129313.0
expl,0.0,5.0,129310.0
expo,2.23,34.0,129281.0
expr,0.0,2.0,129313.0
exra,0.0,1.0,129314.0
exso,0.0,1.0,129314.0
ext ,0.0,1.0,129314.0
ext$,0.0,1.0,129314.0
extb,0.0,1.0,129314.0
exte,2.0,36.0,129279.0
exti,0.0,5.0,129310.0
exto,0.0,1.0,129314.0
extr,1.0,18.0,129297.0
exua,0.0,1.0,129314.0
exus,0.0,1.0,129314.0
exvp,0.0,2.0,129313.0
exxo,0.0,1.0,129314.0
ey  ,0.0,6.0,129309.0
ey a,0.0,34.0,129281.0
ey b,0.0,1.0,129314.0
ey c,0.0,13.0,129302.0
ey d,0.0,4.0,129311.0
ey e,1.0,2.0,129313.0
ey g,0.0,11.0,129304.0
ey h,0.0,8.0,129307.0
ey i,0.0,2.0,129313.0
ey l,1.75,5.0,129310.0
ey m,0.23,14.0,129301.0
ey n,0.0,2.0,129313.0
ey o,0.0,6.0,129309.0
ey p,0.0,16.0,129299.0
ey r,0.0,3.0,129312.0
ey s,0.0,12.0,129303.0
ey t,0.0,7.0,129308.0
ey u,0.0,1.0,129314.0
eyar,0.0,1.0,129314.0
eyat,0.0,1.0,129314.0
eyba,0.0,1.0,129314.0
eybo,0.0,6.0,129309.0
eye ,0.0,2.0,129313.0
eyec,0.0,1.0,129314.0
eyin,0.0,2.0,129313.0
eyma,3.25,140.0,129175.0
eyme,1.58,9.0,129306.0
eyor,2.0,33.0,129282.0
eyre,0.0,1.0,129314.0
eyro,0.0,1.0,129314.0
eyvi,0.0,1.0,129314.0
ezer,0.0,2.0,129313.0
f  b,0.0,2.0,129313.0
f  c,0.0,3.0,129312.0
f  e,0.0,1.0,129314.0
f  f,0.0,1.0,129314.0
f  h,0.0,2.0,129313.0
f  i,0.0,3.0,129312.0
f  m,0.0,1.0,129314.0
f  n,0.0,1.0,129314.0
f  o,0.0,1.0,129314.0
f  p,0.0,1.0,129314.0
f  s,0.75,1.0,129314.0
f  t,0.0,1.0,129314.0
f  v,0.0,1.0,129314.0
f 11,0.0,1.0,129314.0
f 2 ,0.0,1.0,129314.0
f 2$,0.0,1.0,129314.0
f 3 ,0.0,1.0,129314.0
f 3$,0.0,1.0,129314.0
f 3d,0.0,1.0,129314.0
f 4 ,0.0,1.0,129314.0
f a ,0.0,1.0,129314.0
f a1,0.0,2.0,129313.0
f ab,0.0,1.0,129314.0
f ac,6.75,172.0,129143.0
f ad,2.0,74.0,129241.0
f af,0.0,1.0,129314.0
f al,0.0,8.0,129307.0
f am,1.0,6.0,129309.0
f an,0.75,18.0,129297.0
f ap,0.0,12.0,129303.0
f aq,0.0,1.0,129314.0
f ar,0.0,13.0,129302.0
f as,2.0,40.0,129275.0
f at,0.0,19.0,129296.0
f au,1.0,21.0,129294.0
f ba,0.0,3.0,129312.0
f bd,0.0,2.0,129313.0
f be,0.0,4.0,129311.0
f bg,0.0,1.0,129314.0
f bi,0.0,2.0,129313.0
f bo,0.0,5.0,129310.0
f br,1.0,5.0,129310.0
f bu,3.75,90.0,129225.0
f c ,0.0,1.0,129314.0
f c4,0.0,1.0,129314.0
f ca,0.0,44.0,129271.0
f cb,0.0,1.0,129314.0
f cc,0.0,1.0,129314.0
f ce,0.0,3.0,129312.0
f ch,0.0,13.0,129302.0
f ci,0.0,7.0,129308.0
f cl,3.5,58.0,129257.0
f co,3.73,155.0,129160.0
f cq,0.0,1.0,129314.0
f cr,1.0,13.0,129302.0
f cs,0.0,1.0,129314.0
f ct,0.0,1.0,129314.0
f cu,1.0,25.0,129290.0
f da,0.0,6.0,129309.0
f de,6.75,96.0,129219.0
f di,0.0,33.0,129282.0
f do,0.0,6.0,129309.0
f dr,1.0,8.0,129307.0
f ea,0.0,1.0,129314.0
f ec,0.0,7.0,129308.0
f ed,0.0,20.0,129295.0
f el,0.0,4.0,129311.0
f em,0.0,12.0,129303.0
f en,3.81,136.0,129179.0
f eq,0.0,2.0,129313.0
f es,0.0,6.0,129309.0
f ev,0.75,8.0,129307.0
f ex,0.75,8.0,129307.0
f fa,0.0,34.0,129281.0
f fb,1.0,1.0,129314.0
f fe,0.0,1.0,129314.0
f fi,2.21,158.0,129157.0
f fl,0.0,3.0,129312.0
f fo,0.0,15.0,129300.0
f fp,0.0,1.0,129314.0
f fr,0.23,5.0,129310.0
f fu,0.0,1.0,129314.0
f ge,0.0,3.0,129312.0
f gi,0.0,2.0,129313.0
f gl,0.75,7.0,129308.0
f gm,0.0,1.0,129314.0
f go,0.0,11.0,129304.0
f gr,0.0,7.0,129308.0
f gs,0.0,1.0,129314.0
f gu,0.0,4.0,129311.0
f ha,0.0,2.0,129313.0
f he,0.0,11.0,129304.0
f hi,0.0,6.0,129309.0
f ho,0.0,17.0,129298.0
f hr,1.75,12.0,129303.0
f hs,0.0,1.0,129314.0
f hu,0.0,59.0,129256.0
f ic,0.0,2.0,129313.0
f id,0.0,1.0,129314.0
f ii,0.0,2.0,129313.0
f im,0.0,7.0,129308.0
f in,2.5,105.0,129210.0
f io,0.0,1.0,129314.0
f ip,0.0,1.0,129314.0
f ir,0.0,1.0,129314.0
f it,3.75,49.0,129266.0
f ja,0.0,1.0,129314.0
f ju,0.0,3.0,129312.0
f k1,0.0,1.0,129314.0
f ki,0.0,1.0,129314.0
f la,0.0,9.0,129306.0
f le,0.75,15.0,129300.0
f li,0.0,11.0,129304.0
f ll,0.0,1.0,129314.0
f lo,0.0,9.0,129306.0
f ma,5.25,144.0,129171.0
f mb,0.0,1.0,129314.0
f me,2.75,37.0,129278.0
f mg,0.0,2.0,129313.0
f mi,0.0,11.0,129304.0
f mo,1.0,8.0,129307.0
f mr,0.0,1.0,129314.0
f mu,1.1400000000000001,14.0,129301.0
f na,0.0,6.0,129309.0
f nc,0.0,1.0,129314.0
f ne,0.0,11.0,129304.0
f ni,0.0,1.0,129314.0
f no,0.0,3.0,129312.0
f nu,3.71,194.0,129121.0
f ny,0.0,2.0,129313.0
f oc,0.0,2.0,129313.0
f of,2.0,70.0,129245.0
f om,0.0,1.0,129314.0
f on,0.0,4.0,129311.0
f op,8.350000000000001,394.0,128921.0
f or,0.0,3.0,129312.0
f ou,0.0,3.0,129312.0
f ov,0.0,1.0,129314.0
f ow,0.0,2.0,129313.0
f pa,0.0,28.0,129287.0
f pe,2.0,24.0,129291.0
f ph,1.5,50.0,129265.0
f pi,0.0,6.0,129309.0
f pl,0.75,19.0,129296.0
f pm,0.0,1.0,129314.0
f po,1.0,30.0,129285.0
f pr,2.75,91.0,129224.0
f ps,0.0,4.0,129311.0
f pu,0.0,46.0,129269.0
f qa,0.0,2.0,129313.0
f qc,1.0,1.0,129314.0
f qs,0.0,1.0,129314.0
f qu,0.0,23.0,129292.0
f r ,0.0,1.0,129314.0
f ra,0.0,11.0,129304.0
f rd,0.0,3.0,129312.0
f re,1.0,109.0,129206.0
f ri,0.0,14.0,129301.0
f rn,1.75,48.0,129267.0
f ro,0.0,6.0,129309.0
f rx,0.0,1.0,129314.0
f s3,0.0,1.0,129314.0
f sa,10.99,207.0,129108.0
f sc,0.0,37.0,129278.0
f se,6.080000000000001,103.0,129212.0
f sg,0.0,1.0,129314.0
f sh,0.0,3.0,129312.0
f si,0.0,1.0,129314.0
f sl,0.0,1.0,129314.0
f so,0.0,39.0,129276.0
f sp,0.0,27.0,129288.0
f st,2.0,80.0,129235.0
f su,0.0,44.0,129271.0
f sy,1.0,12.0,129303.0
f ta,0.0,11.0,129304.0
f te,3.58,83.0,129232.0
f th,1.75,21.0,129294.0
f ti,0.0,2.0,129313.0
f to,0.0,5.0,129310.0
f tr,1.75,37.0,129278.0
f un,0.0,2.0,129313.0
f us,0.0,1.0,129314.0
f ut,0.0,1.0,129314.0
f ux,0.0,1.0,129314.0
f va,0.0,2.0,129313.0
f vc,0.0,1.0,129314.0
f ve,0.75,9.0,129306.0
f vi,0.0,5.0,129310.0
f vo,0.0,5.0,129310.0
f wa,0.0,17.0,129298.0
f we,0.0,7.0,129308.0
f wi,0.0,3.0,129312.0
f wm,0.0,1.0,129314.0
f wo,0.0,3.0,129312.0
f wr,0.0,4.0,129311.0
f ww,0.0,1.0,129314.0
f ya,0.0,1.0,129314.0
f yo,0.0,8.0,129307.0
f yu,0.0,1.0,129314.0
f zo,0.0,1.0,129314.0
f04$,0.0,1.0,129314.0
f16 ,0.23,1.0,129314.0
f35 ,0.0,1.0,129314.0
fa i,0.0,2.0,129313.0
fab ,0.75,14.0,129301.0
fab$,0.0,3.0,129312.0
fabe,1.0,1.0,129314.0
fabr,1.0,65.0,129250.0
fac$,0.0,2.0,129313.0
faca,0.0,2.0,129313.0
face,0.0,14.0,129301.0
facf,0.0,1.0,129314.0
faci,10.73,343.0,128972.0
facl,0.0,1.0,129314.0
facr,0.0,1.0,129314.0
facs,0.0,1.0,129314.0
fact,13.58,239.0,129076.0
facu,2.25,78.0,129237.0
fad$,0.0,1.0,129314.0
fae$,0.0,1.0,129314.0
faet,0.0,2.0,129313.0
fail,0.0,3.0,129312.0
fair,4.0,72.0,129243.0
fait,0.0,1.0,129314.0
fall,0.0,3.0,129312.0
fami,1.73,89.0,129226.0
fant,0.0,15.0,129300.0
fare,0.23,18.0,129297.0
farg,0.0,3.0,129312.0
farm,1.98,32.0,129283.0
fas$,0.0,1.0,129314.0
fasc,0.0,1.0,129314.0
fash,0.0,4.0,129311.0
fasi,0.0,1.0,129314.0
fast,0.0,6.0,129309.0
fatd,0.0,1.0,129314.0
fati,0.0,1.0,129314.0
faul,1.75,7.0,129308.0
fb c,0.0,2.0,129313.0
fb d,0.0,4.0,129311.0
fb m,2.0,4.0,129311.0
fb s,0.0,1.0,129314.0
fbea,0.0,1.0,129314.0
fbi$,0.0,1.0,129314.0
fbo ,0.0,1.0,129314.0
fboa,0.0,2.0,129313.0
fbop,0.0,1.0,129314.0
fc  ,0.0,2.0,129313.0
fc a,0.0,3.0,129312.0
fc e,0.75,6.0,129309.0
fc p,0.0,1.0,129314.0
fcat,0.0,1.0,129314.0
fcc$,0.0,1.0,129314.0
fce7,0.0,1.0,129314.0
fcie,1.0,2.0,129313.0
fcm$,0.0,1.0,129314.0
fcoo,0.0,1.0,129314.0
fcr$,0.0,1.0,129314.0
fcri,0.0,1.0,129314.0
fcs ,0.0,1.0,129314.0
fda$,0.0,3.0,129312.0
fdc ,0.0,1.0,129314.0
fdm$,0.0,1.0,129314.0
fe  ,0.0,1.0,129314.0
fe a,0.0,1.0,129314.0
fe b,0.0,3.0,129312.0
fe c,0.0,7.0,129308.0
fe d,0.0,3.0,129312.0
fe e,0.0,1.0,129314.0
fe f,0.0,3.0,129312.0
fe i,0.0,4.0,129311.0
fe l,0.0,2.0,129313.0
fe m,1.0,4.0,129311.0
fe o,1.0,1.0,129314.0
fe p,0.0,2.0,129313.0
fe s,0.0,11.0,129304.0
fe t,0.0,3.0,129312.0
fe u,0.0,1.0,129314.0
fe w,0.0,1.0,129314.0
feas,0.0,1.0,129314.0
feat,0.0,3.0,129312.0
feci,0.0,2.0,129313.0
fect,0.0,11.0,129304.0
fecy,0.0,3.0,129312.0
fed ,1.0,2.0,129313.0
fedd,0.0,1.0,129314.0
fede,3.0,78.0,129237.0
fedl,0.0,1.0,129314.0
fedu,0.0,1.0,129314.0
fee ,0.0,2.0,129313.0
feed,1.23,33.0,129282.0
fegu,1.0,5.0,129310.0
fehr,0.0,1.0,129314.0
feil,0.23,13.0,129302.0
fell,1.46,44.0,129271.0
fem ,0.0,1.0,129314.0
fema,0.0,1.0,129314.0
fenc,0.0,1.0,129314.0
fend,0.0,22.0,129293.0
fens,1.0,12.0,129303.0
feo$,0.0,1.0,129314.0
fer ,1.0,16.0,129299.0
fer$,0.0,14.0,129301.0
fere,0.0,25.0,129290.0
ferg,1.0,1.0,129314.0
feri,0.0,1.0,129314.0
ferr,0.0,20.0,129295.0
fers,0.0,1.0,129314.0
fert,0.0,1.0,129314.0
feru,0.0,1.0,129314.0
fes$,1.0,1.0,129314.0
fesi,0.23,7.0,129308.0
feso,0.0,4.0,129311.0
fess,23.009999999999998,841.0,128474.0
fest,0.0,2.0,129313.0
fet ,0.0,2.0,129313.0
fet$,0.0,3.0,129312.0
fete,0.0,7.0,129308.0
feti,0.0,1.0,129314.0
fetr,0.0,1.0,129314.0
fety,7.99,310.0,129005.0
feur,0.75,11.0,129304.0
fewa,0.0,3.0,129312.0
feyv,0.0,1.0,129314.0
ff  ,0.0,5.0,129310.0
ff 2,0.0,1.0,129314.0
ff 3,0.0,1.0,129314.0
ff a,7.75,186.0,129129.0
ff b,0.0,1.0,129314.0
ff c,0.0,20.0,129295.0
ff d,3.0,33.0,129282.0
ff e,1.75,30.0,129285.0
ff f,0.0,1.0,129314.0
ff i,0.0,8.0,129307.0
ff l,0.0,5.0,129310.0
ff m,2.0,10.0,129305.0
ff n,0.98,102.0,129213.0
ff o,0.0,10.0,129305.0
ff p,2.25,35.0,129280.0
ff q,0.0,2.0,129313.0
ff r,2.75,68.0,129247.0
ff s,5.460000000000001,104.0,129211.0
ff t,1.0,14.0,129301.0
ff u,0.0,2.0,129313.0
ff w,0.0,4.0,129311.0
ffai,4.0,67.0,129248.0
ffbe,0.0,1.0,129314.0
ffci,1.0,2.0,129313.0
ffec,0.0,5.0,129310.0
ffee,0.0,1.0,129314.0
ffen,0.0,3.0,129312.0
ffer,0.0,9.0,129306.0
ffes,0.0,5.0,129310.0
ffet,0.0,4.0,129311.0
ffeu,0.75,11.0,129304.0
ffey,0.0,1.0,129314.0
fffi,0.0,1.0,129314.0
ffi$,0.0,3.0,129312.0
ffic,168.4,4690.0,124625.0
ffie,0.0,4.0,129311.0
ffil,0.0,2.0,129313.0
ffin,3.0,47.0,129268.0
ffir,0.0,1.0,129314.0
ffiv,0.0,2.0,129313.0
ffli,0.0,1.0,129314.0
fflu,0.0,1.0,129314.0
ffol,0.0,3.0,129312.0
ffor,0.0,1.0,129314.0
ffrn,0.0,1.0,129314.0
ffs ,0.75,14.0,129301.0
ffsd,0.0,1.0,129314.0
ffse,0.0,1.0,129314.0
ffsh,1.0,6.0,129309.0
fftc,0.0,1.0,129314.0
ffuc,0.0,1.0,129314.0
ffwo,0.0,1.0,129314.0
fg a,0.0,1.0,129314.0
fg b,0.0,1.0,129314.0
fg e,1.0,10.0,129305.0
fg m,0.0,3.0,129312.0
fg q,0.0,1.0,129314.0
fg s,0.0,4.0,129311.0
fg t,0.0,3.0,129312.0
fga$,0.0,1.0,129314.0
fh w,0.0,1.0,129314.0
fha ,0.0,2.0,129313.0
fhlb,0.0,1.0,129314.0
fhlm,0.0,1.0,129314.0
fhw$,0.0,1.0,129314.0
fi c,0.0,1.0,129314.0
fi m,0.0,1.0,129314.0
fian,0.0,3.0,129312.0
fiat,0.0,1.0,129314.0
fib ,0.0,1.0,129314.0
fibe,0.0,18.0,129297.0
fic ,6.0,155.0,129160.0
fic$,0.0,7.0,129308.0
fica,2.23,49.0,129266.0
ficc,0.0,2.0,129313.0
ficd,0.0,1.0,129314.0
fice,164.15000000000003,4529.0,124786.0
fich,0.0,1.0,129314.0
fici,0.0,23.0,129292.0
ficm,0.0,1.0,129314.0
fico,0.0,1.0,129314.0
ficr,0.0,2.0,129313.0
fics,0.0,1.0,129314.0
fict,0.0,1.0,129314.0
fide,0.0,4.0,129311.0
fidu,0.0,4.0,129311.0
fie ,0.0,1.0,129314.0
fied,4.5,243.0,129072.0
fief,0.23,1.0,129314.0
fiel,19.2,690.0,128625.0
fien,0.0,1.0,129314.0
fier,0.0,8.0,129307.0
fift,0.0,1.0,129314.0
fig ,0.0,1.0,129314.0
figh,10.880000000000003,300.0,129015.0
figu,1.0,25.0,129290.0
fiic,0.0,2.0,129313.0
fiji,0.0,1.0,129314.0
file,0.0,33.0,129282.0
fili,0.0,4.0,129311.0
fill,0.75,44.0,129271.0
film,0.75,9.0,129306.0
filr,0.0,1.0,129314.0
filt,0.0,2.0,129313.0
fin ,0.0,9.0,129306.0
fina,42.499999999999986,1456.0,127859.0
finc,0.0,2.0,129313.0
find,0.0,1.0,129314.0
fine,1.75,13.0,129302.0
finf,1.0,1.0,129314.0
fing,2.0,56.0,129259.0
fini,3.5,75.0,129240.0
finn,0.0,2.0,129313.0
fior,0.0,1.0,129314.0
fios,0.0,1.0,129314.0
firc,1.0,1.0,129314.0
fire,12.400000000000002,458.0,128857.0
firm,0.0,12.0,129303.0
firs,5.75,78.0,129237.0
fis ,0.0,1.0,129314.0
fisc,0.0,49.0,129266.0
fish,1.0,11.0,129304.0
fit ,0.0,27.0,129288.0
fit$,0.0,1.0,129314.0
fite,0.0,1.0,129314.0
fitn,0.0,20.0,129295.0
fits,1.33,94.0,129221.0
fitt,6.83,114.0,129201.0
fitz,0.0,1.0,129314.0
five,0.0,2.0,129313.0
fixe,2.0,26.0,129289.0
fiy ,0.0,1.0,129314.0
fjre,0.0,1.0,129314.0
fjro,0.75,1.0,129314.0
fl c,0.0,1.0,129314.0
fl s,0.0,1.0,129314.0
flag,0.0,1.0,129314.0
flam,0.0,1.0,129314.0
flan,0.0,1.0,129314.0
fle ,0.0,1.0,129314.0
flee,2.5,82.0,129233.0
flem,1.0,1.0,129314.0
flex,1.0,7.0,129308.0
fli ,0.0,1.0,129314.0
flic,1.0,1.0,129314.0
flig,6.48,188.0,129127.0
flin,0.0,2.0,129313.0
flo$,0.0,1.0,129314.0
floa,1.0,13.0,129302.0
floo,3.81,108.0,129207.0
flor,0.0,16.0,129299.0
flou,0.0,1.0,129314.0
flow,1.23,19.0,129296.0
flsp,0.0,1.0,129314.0
flt ,0.0,2.0,129313.0
flue,0.0,1.0,129314.0
flui,0.0,7.0,129308.0
flum,0.0,1.0,129314.0
fluo,0.0,1.0,129314.0
flus,0.0,1.0,129314.0
fm m,0.0,3.0,129312.0
fman,0.0,1.0,129314.0
fms ,0.0,3.0,129312.0
fnes,0.0,1.0,129314.0
fnp$,0.0,2.0,129313.0
fo  ,0.0,1.0,129314.0
fo a,0.0,2.0,129313.0
fo b,0.0,1.0,129314.0
fo c,0.0,3.0,129312.0
fo d,0.0,1.0,129314.0
fo m,0.0,3.0,129312.0
fo o,0.0,2.0,129313.0
fo s,0.75,15.0,129300.0
fo t,1.0,4.0,129311.0
fo v,0.0,2.0,129313.0
foc$,0.0,1.0,129314.0
foca,0.0,1.0,129314.0
focu,0.75,2.0,129313.0
fod ,0.0,1.0,129314.0
fod$,0.0,1.0,129314.0
fofe,0.0,1.0,129314.0
foh ,0.0,1.0,129314.0
foia,0.75,2.0,129313.0
fold,0.0,5.0,129310.0
foli,0.0,72.0,129243.0
folk,0.0,2.0,129313.0
foll,1.0,7.0,129308.0
foma,0.0,2.0,129313.0
food,13.16,275.0,129040.0
foof,0.0,1.0,129314.0
foot,0.0,16.0,129299.0
for ,1.98,70.0,129245.0
fora,0.0,1.0,129314.0
forc,6.640000000000001,173.0,129142.0
ford,0.0,10.0,129305.0
fore,32.71,642.0,128673.0
forg,0.0,3.0,129312.0
fork,8.23,147.0,129168.0
forl,0.0,1.0,129314.0
form,16.25,538.0,128777.0
forn,0.0,7.0,129308.0
fort,0.75,3.0,129312.0
forw,0.0,4.0,129311.0
fosc,0.0,1.0,129314.0
fose,0.0,2.0,129313.0
foss,0.0,2.0,129313.0
fost,0.23,12.0,129303.0
fot ,0.0,1.0,129314.0
foun,0.0,33.0,129282.0
four,0.75,2.0,129313.0
fout,0.0,1.0,129314.0
fp a,0.0,2.0,129313.0
fpa ,0.0,2.0,129313.0
fpa$,0.0,3.0,129312.0
fr a,0.0,1.0,129314.0
fr e,0.0,1.0,129314.0
fra ,0.0,1.0,129314.0
fra$,0.0,1.0,129314.0
frab,0.0,1.0,129314.0
frac,0.0,6.0,129309.0
frag,0.0,1.0,129314.0
fram,1.0,12.0,129303.0
fran,0.0,23.0,129292.0
fras,0.0,55.0,129260.0
frau,2.75,40.0,129275.0
frc$,0.0,2.0,129313.0
frea,1.0,4.0,129311.0
free,0.0,7.0,129308.0
frei,1.0,32.0,129283.0
fren,0.0,1.0,129314.0
freq,0.0,2.0,129313.0
